fragment,text,statements,llm_used
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yavapaiite rdfs:subClassOf :mineral .

",Yavapaiite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yazganite rdfs:subClassOf :mineral .

",Yazganite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yberisilite rdfs:subClassOf :mineral .

",Yberisilite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yeatmanite rdfs:subClassOf :mineral .

",Yeatmanite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yecoraite rdfs:subClassOf :mineral .

",Yecoraite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yedlinite rdfs:subClassOf :mineral .

",Yedlinite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yeelimite rdfs:subClassOf :mineral .

",Yeelimite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yegorovite rdfs:subClassOf :mineral .

",Yegorovite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yellow_lead_ore rdfs:subClassOf :mineral .

",Yellow Lead Ore is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yenite rdfs:subClassOf :mineral .

",Yenite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yftisite__y_ rdfs:subClassOf :mineral .

",Yftisite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yimengite rdfs:subClassOf :mineral .

",Yimengite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yingjiangite rdfs:subClassOf :mineral .

",Yingjiangite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yixunite rdfs:subClassOf :mineral .

",Yixunite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yoderite rdfs:subClassOf :mineral .

",Yoderite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yofortierite rdfs:subClassOf :mineral .

",Yofortierite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yoshimuraite rdfs:subClassOf :mineral .

",Yoshimuraite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yoshiokaite rdfs:subClassOf :mineral .

",Yoshiokaite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrialite__y_ rdfs:subClassOf :mineral .

",Yttrialite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrian_datolite rdfs:subClassOf :mineral .

",Yttrian Datolite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrobetafite__y_ rdfs:subClassOf :mineral .

",Yttrobetafite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttroceberite rdfs:subClassOf :mineral .

",Yttroceberite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttroceberysite rdfs:subClassOf :mineral .

",Yttroceberysite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrocerite rdfs:subClassOf :mineral .

",Yttrocerite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrocolumbite__y_ rdfs:subClassOf :mineral .

",Yttrocolumbite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrocrasite__y_ rdfs:subClassOf :mineral .

",Yttrocrasite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrofluorite rdfs:subClassOf :mineral .

",Yttrofluorite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttropyrochlore__y_ rdfs:subClassOf :mineral .

",Yttropyrochlore (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrotantalite__y_ rdfs:subClassOf :mineral .

",Yttrotantalite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrotungstite__ce_ rdfs:subClassOf :mineral .

",Yttrotungstite (Ce) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yttrotungstite__y_ rdfs:subClassOf :mineral .

",Yttrotungstite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yuanfuliite rdfs:subClassOf :mineral .

",Yuanfuliite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yuanjiangite rdfs:subClassOf :mineral .

",Yuanjiangite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yugawaralite rdfs:subClassOf :mineral .

",Yugawaralite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yukonite rdfs:subClassOf :mineral .

",Yukonite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yuksporite rdfs:subClassOf :mineral .

",Yuksporite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yushkinite rdfs:subClassOf :mineral .

",Yushkinite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:yvonite rdfs:subClassOf :mineral .

",Yvonite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zabuyelite rdfs:subClassOf :mineral .

",Zabuyelite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zaccagnaite rdfs:subClassOf :mineral .

",Zaccagnaite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zaherite rdfs:subClassOf :mineral .

",Zaherite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zairite rdfs:subClassOf :mineral .

",Zairite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zajacite__ce_ rdfs:subClassOf :mineral .

",Zajacite (Ce) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zakharovite rdfs:subClassOf :mineral .

",Zakharovite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zalesiite rdfs:subClassOf :mineral .

",Zalesiite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zanazziite rdfs:subClassOf :mineral .

",Zanazziite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zapatalite rdfs:subClassOf :mineral .

",Zapatalite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zaratite rdfs:subClassOf :mineral .

",Zaratite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zavaritskite rdfs:subClassOf :mineral .

",Zavaritskite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zdenekite rdfs:subClassOf :mineral .

",Zdenekite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zeagonite rdfs:subClassOf :mineral .

",Zeagonite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zektzerite rdfs:subClassOf :mineral .

",Zektzerite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zellerite rdfs:subClassOf :mineral .

",Zellerite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zemannite rdfs:subClassOf :mineral .

",Zemannite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zemkorite rdfs:subClassOf :mineral .

",Zemkorite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zenzenite rdfs:subClassOf :mineral .

",Zenzenite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zeophyllite rdfs:subClassOf :mineral .

",Zeophyllite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zeravshanite rdfs:subClassOf :mineral .

",Zeravshanite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zeunerite rdfs:subClassOf :mineral .

",Zeunerite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zhanghengite rdfs:subClassOf :mineral .

",Zhanghengite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zhangpeishanite rdfs:subClassOf :mineral .

",Zhangpeishanite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zharchikhite rdfs:subClassOf :mineral .

",Zharchikhite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zhemchuzhnikovite rdfs:subClassOf :mineral .

",Zhemchuzhnikovite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zhonghuacerite__ce_ rdfs:subClassOf :mineral .

",Zhonghuacerite (Ce) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ziesite rdfs:subClassOf :mineral .

",Ziesite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zimbabweite rdfs:subClassOf :mineral .

",Zimbabweite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinalsite rdfs:subClassOf :mineral .

",Zinalsite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinc rdfs:subClassOf :mineral .

",Zinc is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinc_spinal rdfs:subClassOf :mineral .

",Zinc Spinal is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinc_fauserite rdfs:subClassOf :mineral .

",Zinc-fauserite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinc_melanterite rdfs:subClassOf :mineral .

",Zinc-melanterite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinc_zippeite rdfs:subClassOf :mineral .

",Zinc-zippeite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincalstibite rdfs:subClassOf :mineral .

",Zincalstibite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincaluminite rdfs:subClassOf :mineral .

",Zincaluminite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincbl_dite rdfs:subClassOf :mineral .

",Zincblödite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincgartrellite rdfs:subClassOf :mineral .

",Zincgartrellite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincite rdfs:subClassOf :mineral .

",Zincite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinckenite rdfs:subClassOf :mineral .

",Zinckenite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinclavendulan rdfs:subClassOf :mineral .

",Zinclavendulan is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinclipscombite rdfs:subClassOf :mineral .

",Zinclipscombite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincmelanterite rdfs:subClassOf :mineral .

",Zincmelanterite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincobotryogen rdfs:subClassOf :mineral .

",Zincobotryogen is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincochromite rdfs:subClassOf :mineral .

",Zincochromite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincocopiapite rdfs:subClassOf :mineral .

",Zincocopiapite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincohogbomite_2n2s rdfs:subClassOf :mineral .

",Zincohogbomite-2N2S is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincohogbomite_8h rdfs:subClassOf :mineral .

",Zincohogbomite-8H is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincolibethenite rdfs:subClassOf :mineral .

",Zincolibethenite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincolivenite rdfs:subClassOf :mineral .

",Zincolivenite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincosite rdfs:subClassOf :mineral .

",Zincosite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincospiroffite rdfs:subClassOf :mineral .

",Zincospiroffite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincostaurolite rdfs:subClassOf :mineral .

",Zincostaurolite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincovoltaite rdfs:subClassOf :mineral .

",Zincovoltaite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincowoodwardite rdfs:subClassOf :mineral .

",Zincowoodwardite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincowoodwardite_1t rdfs:subClassOf :mineral .

",Zincowoodwardite-1T is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincowoodwardite_3r rdfs:subClassOf :mineral .

",Zincowoodwardite-3R is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincrosasite rdfs:subClassOf :mineral .

",Zincrosasite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincroselite rdfs:subClassOf :mineral .

",Zincroselite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zincsilite rdfs:subClassOf :mineral .

",Zincsilite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinkenite rdfs:subClassOf :mineral .

",Zinkenite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinkosite rdfs:subClassOf :mineral .

",Zinkosite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinnober rdfs:subClassOf :mineral .

",Zinnober is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinnwaldite rdfs:subClassOf :mineral .

",Zinnwaldite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zippeite rdfs:subClassOf :mineral .

",Zippeite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zippeite_mg rdfs:subClassOf :mineral .

",Zippeite-Mg is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zircon rdfs:subClassOf :mineral .

",Zircon is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zirconolite rdfs:subClassOf :mineral .

",Zirconolite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zirconolite_2m rdfs:subClassOf :mineral .

",Zirconolite-2M is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zirconolite_3o rdfs:subClassOf :mineral .

",Zirconolite-3O is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zirconolite_3t rdfs:subClassOf :mineral .

",Zirconolite-3T is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zircophyllite rdfs:subClassOf :mineral .

",Zircophyllite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zircosulfate rdfs:subClassOf :mineral .

",Zircosulfate is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zirkelite rdfs:subClassOf :mineral .

",Zirkelite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zirklerite rdfs:subClassOf :mineral .

",Zirklerite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zirsilite__ce_ rdfs:subClassOf :mineral .

",Zirsilite (Ce) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zirsinalite rdfs:subClassOf :mineral .

",Zirsinalite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zlatogorite rdfs:subClassOf :mineral .

",Zlatogorite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zn_schulenbergite rdfs:subClassOf :mineral .

",Zn-Schulenbergite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:znucalite rdfs:subClassOf :mineral .

",Znucalite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zodacite rdfs:subClassOf :mineral .

",Zodacite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zoisite rdfs:subClassOf :mineral .

",Zoisite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zoltaiite rdfs:subClassOf :mineral .

",Zoltaiite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zorgite rdfs:subClassOf :mineral .

",Zorgite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zorite rdfs:subClassOf :mineral .

",Zorite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zoubekite rdfs:subClassOf :mineral .

",Zoubekite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zugshunstite__ce_ rdfs:subClassOf :mineral .

",Zugshunstite (Ce) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zunyite rdfs:subClassOf :mineral .

",Zunyite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zussmanite rdfs:subClassOf :mineral .

",Zussmanite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zvyagintsevite rdfs:subClassOf :mineral .

",Zvyagintsevite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zwieselite rdfs:subClassOf :mineral .

",Zwieselite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zykaite rdfs:subClassOf :mineral .

",Zykaite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:gamma_rathite rdfs:subClassOf :mineral .

",gamma-Rathite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

<https://zaitoun.dev/onto/halloysite_10_ang.> rdfs:subClassOf :mineral .

",halloysite-10 Ang. is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vrendenbergite_alpha rdfs:subClassOf :mineral .

",vrendenbergite alpha is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:anthracite rdfs:subClassOf :coal .

",anthracite is a type of coal.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:bituminous rdfs:subClassOf :coal .

",bituminous is a type of coal.,1,False
