ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#intersectionOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.org/dc/terms/conformsTo,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2004/02/skos/core#exactMatch,http://purl.obolibrary.org/obo/RO_0002175,http://purl.obolibrary.org/obo/IAO_0000233,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.obolibrary.org/obo/mondo#excluded_from_qc_check,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2004/02/skos/core#closeMatch,http://purl.obolibrary.org/obo/mondo#excluded_subClassOf,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,https://w3id.org/semapv/vocab/crossSpeciesExactMatch,http://purl.obolibrary.org/obo/mondo#should_conform_to,http://purl.org/dc/terms/creator,http://purl.obolibrary.org/obo/IAO_0006012,http://purl.obolibrary.org/obo/IAO_0000111,http://purl.obolibrary.org/obo/IAO_0000116,http://purl.obolibrary.org/obo/IAO_0000117,http://purl.obolibrary.org/obo/IAO_0000119
mondo,http://purl.obolibrary.org/obo/MONDO_0009800,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:blount_disease_adolescent a owl:Class ;
    rdfs:label ""Blount disease, adolescent"" ;
    ns1:hasDbXref ""GARD:15217"",
        ""MEDGEN:462922"",
        ""OMIM:259200"",
        ""UMLS:C3151572"" ;
    ns1:id ""MONDO:0009800"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :rare ;
    rdfs:subClassOf :blount_disease ;
    skos:exactMatch :259200,
        :462922,
        :c3151572 ;
    :has_exact_synonym ""Blount disease, adolescent"" ;
    :has_related_synonym ""Osteochondrosis deformans tibiae, adolescent"",
        ""tibia vara, adolescent"" .

","blount disease adolescent has exact synonym a Blount disease, adolescent.
blount disease adolescent has related synonym a Osteochondrosis deformans tibiae, adolescent.
blount disease adolescent has related synonym a tibia vara, adolescent.
blount disease adolescent is a type of a blount disease.","Blount disease, adolescent, is exactly synonymous with Blount disease, adolescent. It is also relatedly synonymous with Osteochondrosis deformans tibiae, adolescent, and tibia vara, adolescent. Additionally, Blount disease, adolescent, is a type of Blount disease.",gpt-4o,4,9,9,17,1,1.0,1,,,,,,,,,4.0,1.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0001658,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:nontoxic_goiter a owl:Class ;
    rdfs:label ""nontoxic goiter"" ;
    ns1:hasDbXref ""DOID:13195"",
        ""MEDGEN:113172"",
        ""NCIT:C35271"",
        ""SCTID:267369002"",
        ""UMLS:C0221777"" ;
    ns1:id ""MONDO:0001658"" ;
    ns1:inSubset :otar ;
    rdfs:subClassOf :goiter ;
    skos:exactMatch :113172,
        :c0221777,
        :doid_13195,
        :ncit_c35271 ;
    :has_definition ""Sporadic enlargement of the thyroid gland that is not associated with changes in thyroid function or malignancy."" ;
    :has_exact_synonym ""Nodule-thyroid, non tox"",
        ""euthyroid goiter"",
        ""euthyroid goitre"",
        ""goiter, non-toxic"",
        ""non-toxic goiter"",
        ""non-toxic goitre"",
        ""non-toxic simple goiter"",
        ""non-toxic simple goitre"",
        ""nontoxic goiter"" .

","nontoxic goiter has definition a Sporadic enlargement of the thyroid gland that is not associated with changes in thyroid function or malignancy..
nontoxic goiter has exact synonym a Nodule-thyroid, non tox.
nontoxic goiter has exact synonym a goiter, non-toxic.
nontoxic goiter has exact synonym a non-toxic goiter.
nontoxic goiter has exact synonym a non-toxic goitre.
nontoxic goiter has exact synonym a non-toxic simple goiter.
nontoxic goiter has exact synonym a non-toxic simple goitre.
nontoxic goiter has exact synonym a nontoxic goiter.
nontoxic goiter has exact synonym an euthyroid goiter.
nontoxic goiter has exact synonym an euthyroid goitre.
nontoxic goiter is a type of a goiter.","A nontoxic goiter is defined as a sporadic enlargement of the thyroid gland that is not associated with changes in thyroid function or malignancy. It is also known by several exact synonyms: nodule-thyroid, non-toxic goiter, non-toxic goitre, non-toxic simple goiter, non-toxic simple goitre, nontoxic goiter, euthyroid goiter, and euthyroid goitre. Additionally, a nontoxic goiter is a type of goiter.",gpt-4o,11,8,9,24,1,1.0,1,,,,,,,1.0,,5.0,9.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/IAO_0000125,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pending_final_vetting a owl:NamedIndividual,
        :curation_status_specification ;
    rdfs:label ""pending final vetting""@en ;
    ns1:IAO_0000111 ""pending final vetting""@en ;
    :has_definition ""All definitions, placement in the asserted IS_A hierarchy and required minimal metadata are complete. The class is awaiting a final review by someone other than the term editor.""@en .

","pending final vetting has definition a All definitions, placement in the asserted IS_A hierarchy and required minimal metadata are complete. The class is awaiting a final review by someone other than the term editor..","The definition is pending final vetting. All definitions, placement in the asserted IS_A hierarchy, and the required minimal metadata are complete. The class is now awaiting a final review by someone other than the term editor.",gpt-4o,1,3,4,5,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/IAO_0000228,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:term_imported a owl:NamedIndividual,
        :obsolescence_reason_specification ;
    rdfs:label ""term imported""@en ;
    ns1:IAO_0000111 ""term imported""@en ;
    ns1:IAO_0000116 ""This is to be used when the original term has been replaced by a term imported from an other ontology. An editor note should indicate what is the URI of the new term to use.""@en .

",,,gpt-4o,0,3,4,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
mondo,http://purl.obolibrary.org/obo/IAO_0000420,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:defined_class a owl:NamedIndividual,
        :denotator_type ;
    rdfs:label ""defined class""@en ;
    ns1:IAO_0000111 ""defined class""@en ;
    ns1:IAO_0000116 ""\""definitions\"", in some readings, always are given by necessary and sufficient conditions. So one must be careful (and this is difficult sometimes) to distinguish between defined classes and universal.""@en ;
    ns1:IAO_0000117 ""Alan Ruttenberg""@en ;
    :has_definition ""A defined class is a class that is defined by a set of logically necessary and sufficient conditions but is not a universal""@en .

",defined class has definition a A defined class is a class that is defined by a set of logically necessary and sufficient conditions but is not a universal.,A defined class is a class that is specified by a set of logically necessary and sufficient conditions but is not universal.,gpt-4o,1,3,6,7,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
mondo,http://purl.obolibrary.org/obo/IAO_0000410,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:universal a owl:NamedIndividual,
        :denotator_type ;
    rdfs:label ""universal""@en ;
    ns1:IAO_0000111 ""universal""@en ;
    ns1:IAO_0000116 ""Hard to give a definition for. Intuitively a \""natural kind\"" rather than a collection of any old things, which a class is able to be, formally. At the meta level, universals are defined as positives, are disjoint with their siblings, have single asserted parents.""@en ;
    ns1:IAO_0000117 ""Alan Ruttenberg""@en ;
    ns1:IAO_0000119 ""A Formal Theory of Substances, Qualities, and Universals, http://ontology.buffalo.edu/bfo/SQU.pdf""@en .

",,,gpt-4o,0,3,6,7,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
mondo,http://purl.obolibrary.org/obo/IAO_0000421,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:named_class_expression a owl:NamedIndividual,
        :denotator_type ;
    rdfs:label ""named class expression""@en ;
    ns1:IAO_0000111 ""named class expression""@en ;
    ns1:IAO_0000116 ""named class expressions are used in order to have more concise logical definition but their extensions may not be interesting classes on their own. In languages such as OWL, with no provisions for macros, these show up as actuall classes. Tools may with to not show them as such, and to replace uses of the macros with their expansions""@en ;
    ns1:IAO_0000117 ""Alan Ruttenberg""@en ;
    :has_definition ""A named class expression is a logical expression that is given a name. The name can be used in place of the expression.""@en .

",named class expression has definition a A named class expression is a logical expression that is given a name. The name can be used in place of the expression..,"A named class expression is a logical expression given a name, which can be used as a substitute for the expression.",gpt-4o,1,3,6,7,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
mondo,http://purl.obolibrary.org/obo/IAO_0000002,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:example_to_be_eventually_removed a owl:NamedIndividual,
        :curation_status_specification ;
    rdfs:label ""example to be eventually removed""@en ;
    ns1:IAO_0000111 ""example to be eventually removed""@en .

",,,gpt-4o,0,3,3,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/IAO_0000121,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:organizational_term a owl:NamedIndividual,
        :curation_status_specification ;
    rdfs:label ""organizational term""@en ;
    ns1:IAO_0000111 ""organizational term""@en ;
    :has_definition ""Term created to ease viewing/sort terms for development purpose, and will not be included in a release""@en .

","organizational term has definition a Term created to ease viewing/sort terms for development purpose, and will not be included in a release.","An organizational term is defined as a term created to facilitate the viewing and sorting of terms for development purposes, and it will not be included in a release.",gpt-4o,1,3,4,5,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/IAO_0000229,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:term_split a owl:NamedIndividual,
        :obsolescence_reason_specification ;
    rdfs:label ""term split""@en ;
    ns1:IAO_0000111 ""term split""@en ;
    ns1:IAO_0000116 ""This is to be used when a term has been split in two or more new terms. An editor note should indicate the reason for the split and indicate the URIs of the new terms created.""@en .

",,,gpt-4o,0,3,4,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
mondo,http://purl.obolibrary.org/obo/IAO_0000123,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:metadata_incomplete a owl:NamedIndividual,
        :curation_status_specification ;
    rdfs:label ""metadata incomplete""@en ;
    ns1:IAO_0000111 ""metadata incomplete""@en ;
    :has_definition ""Class is being worked on; however, the metadata (including definition) are not complete or sufficiently clear to the branch editors.""@en .

","metadata incomplete has definition a Class is being worked on; however, the metadata (including definition) are not complete or sufficiently clear to the branch editors..",The definition and metadata for a Class are still being developed and are not yet complete or clear enough for the branch editors to use effectively.,gpt-4o,1,3,4,5,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/IAO_0000124,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:uncurated a owl:NamedIndividual,
        :curation_status_specification ;
    rdfs:label ""uncurated""@en ;
    ns1:IAO_0000111 ""uncurated""@en ;
    :has_definition ""Nothing done yet beyond assigning a unique class ID and proposing a preferred term.""@en .

",uncurated has definition a Nothing done yet beyond assigning a unique class ID and proposing a preferred term..,"""Uncurated"" refers to a state where nothing has been done yet beyond assigning a unique class ID and proposing a preferred term.",gpt-4o,1,3,4,5,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/IAO_0000120,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:metadata_complete a owl:NamedIndividual,
        :curation_status_specification ;
    rdfs:label ""metadata complete""@en ;
    ns1:IAO_0000111 ""metadata complete""@en ;
    :has_definition ""Class has all its metadata, but is either not guaranteed to be in its final location in the asserted IS_A hierarchy or refers to another class that is not complete.""@en .

","metadata complete has definition a Class has all its metadata, but is either not guaranteed to be in its final location in the asserted IS_A hierarchy or refers to another class that is not complete..","A class with complete metadata has its definition and all associated metadata. However, it may not be in its final position within the asserted IS_A hierarchy or it might refer to another class that is not yet complete.",gpt-4o,1,3,4,5,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/IAO_0000227,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:terms_merged a owl:NamedIndividual,
        :obsolescence_reason_specification ;
    rdfs:label ""terms merged""@en ;
    ns1:IAO_0000111 ""terms merged""@en ;
    ns1:IAO_0000116 ""An editor note should explain what were the merged terms and the reason for the merge.""@en .

",,,gpt-4o,0,3,4,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
mondo,http://purl.obolibrary.org/obo/IAO_0000103,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:failed_exploratory_term a owl:NamedIndividual,
        :obsolescence_reason_specification ;
    rdfs:label ""failed exploratory term""@en ;
    ns1:IAO_0000111 ""failed exploratory term""@en ;
    ns1:IAO_0000117 ""Person:Alan Ruttenberg""@en ;
    :has_definition ""The term was used in an attempt to structure part of the ontology but in retrospect failed to do a good job""@en .

",failed exploratory term has definition a The term was used in an attempt to structure part of the ontology but in retrospect failed to do a good job.,"The term ""failed exploratory term"" refers to an attempt to structure part of the ontology, but in hindsight, it did not succeed in doing a good job.",gpt-4o,1,3,5,6,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
mondo,http://purl.obolibrary.org/obo/IAO_0000428,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:requires_discussion a owl:NamedIndividual,
        :curation_status_specification ;
    rdfs:label ""requires discussion""@en ;
    ns1:IAO_0000111 ""requires discussion""@en ;
    ns1:IAO_0000117 ""Alan Ruttenberg""@en ;
    ns1:IAO_0000119 ""group:OBI""@en ;
    :has_definition ""A term that is metadata complete, has been reviewed, and problems have been identified that require discussion before release. Such a term requires editor note(s) to identify the outstanding issues.""@en .

","requires discussion has definition a A term that is metadata complete, has been reviewed, and problems have been identified that require discussion before release. Such a term requires editor note(s) to identify the outstanding issues..","A term that requires discussion is defined as metadata complete, reviewed, and has identified problems that need to be addressed before release. Such a term requires editor notes to highlight the outstanding issues.",gpt-4o,1,3,6,7,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0
mondo,http://purl.obolibrary.org/obo/IAO_0000226,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:placeholder_removed a owl:NamedIndividual,
        :obsolescence_reason_specification ;
    rdfs:label ""placeholder removed""@en ;
    ns1:IAO_0000111 ""placeholder removed""@en .

",,,gpt-4o,0,3,3,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/IAO_0000122,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ready_for_release a owl:NamedIndividual,
        :curation_status_specification ;
    rdfs:label ""ready for release""@en ;
    ns1:IAO_0000111 ""ready for release""@en ;
    :has_definition ""Class has undergone final review, is ready for use, and will be included in the next release. Any class lacking \""ready_for_release\"" should be considered likely to change place in hierarchy, have its definition refined, or be obsoleted in the next release.  Those classes deemed \""ready_for_release\"" will also derived from a chain of ancestor classes that are also \""ready_for_release.\""""@en .

","ready for release has definition a Class has undergone final review, is ready for use, and will be included in the next release. Any class lacking ""ready_for_release"" should be considered likely to change place in hierarchy, have its definition refined, or be obsoleted in the next release. Those classes deemed ""ready_for_release"" will also derived from a chain of ancestor classes that are also ""ready_for_release."".","A class marked as ""ready for release"" has undergone final review, is ready for use, and will be included in the next release. Any class without this status is likely to change its place in the hierarchy, have its definition refined, or be obsoleted in the upcoming release. Additionally, classes marked as ""ready for release"" will derive from a chain of ancestor classes that are also marked as ""ready for release.""",gpt-4o,1,3,4,5,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/IAO_0000423,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:to_be_replaced_with_external_ontology_term a owl:NamedIndividual,
        :curation_status_specification ;
    rdfs:label ""to be replaced with external ontology term""@en ;
    ns1:IAO_0000111 ""to be replaced with external ontology term""@en ;
    ns1:IAO_0000117 ""Alan Ruttenberg""@en ;
    ns1:IAO_0000119 ""group:OBI""@en ;
    :has_definition ""Terms with this status should eventually replaced with a term from another ontology.""@en .

",to be replaced with external ontology term has definition a Terms with this status should eventually replaced with a term from another ontology..,Terms with this status should eventually be replaced with a term from another ontology.,gpt-4o,1,3,6,7,2,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0
